amount_diff,net_diff,tax_ratio,days_diff,days_to_due,similarity_name,similarity_desc,label
0.0,759.0,0.23,14,3,0.7444497035180326,0.7444497035180326,1
0.0,29.899999999999977,0.23001769366874372,7,0,1.0000000000000002,0.6946264128929971,1
0.0,506.0,0.23,13,-1,0.38332232403179184,0.8068040741073459,1
0.0,2299.99,0.22999922999922998,19,-1,0.6191302964899972,0.6191302964899973,1
0.0,69.0,0.23,11,0,0.0,1.0,1
0.0,124.20000000000005,0.23,11,-1,0.6191302964899972,0.8520585557424789,1
0.0,920.0,0.23,13,-2,1.0000000000000002,0.8068040741073459,1
0.0,460.0,0.23,13,-1,1.0000000000000002,0.8068040741073459,1
0.0,402.5,0.23,14,-3,1.0,0.8068040741073459,1
0.0,218.5,0.23,9,-3,1.0000000000000002,0.8068040741073459,1
0.0,690.0,0.23,14,-1,1.0000000000000002,0.8068040741073459,1
0.0,287.5,0.23,13,-2,1.0000000000000002,0.6946264128929971,1
0.0,483.0,0.23,9,-3,1.0000000000000002,0.8068040741073459,1
0.0,713.0,0.23,13,-1,1.0000000000000002,0.8068040741073459,1
0.0,391.0,0.23,14,-1,1.0000000000000002,0.8068040741073459,1
0.0,218.5,0.23,14,-1,1.0,0.8068040741073459,1
0.0,368.0,0.23,12,-2,1.0,0.8068040741073459,1
0.0,195.5,0.23,12,0,1.0,0.6946264128929971,1
0.0,736.0,0.23,13,-3,1.0,0.8068040741073459,1
0.0,327.75,0.23,13,0,1.0,0.8068040741073459,1
0.0,155.25,0.23,13,0,1.0,0.8068040741073459,1
0.0,552.0,0.23,11,-3,1.0,0.8068040741073459,1
0.0,218.5,0.23,12,-2,1.0,0.6946264128929971,1
0.0,690.0,0.23,15,0,1.0000000000000002,0.8068040741073459,1
0.0,276.0,0.23,15,0,1.0,0.6946264128929971,1
0.0,943.0,0.23,13,-2,1.0000000000000002,0.7606621758536509,1
0.0,575.0,0.23,15,0,1.0000000000000002,0.6191302964899972,1
0.0,276.0,0.23,15,0,1.0000000000000002,0.8068040741073459,1
0.0,414.0,0.23,15,0,1.0000000000000002,0.6946264128929971,1
0.0,218.5,0.23,14,0,0.6191302964899972,0.8068040741073459,1
0.0,966.0,0.23,15,0,0.6191302964899972,0.6191302964899972,1
0.0,230.0,0.23,15,0,0.7444497035180326,0.6191302964899972,1
0.0,218.5,0.23,23,9,0.7444497035180326,0.8068040741073459,1
0.0,161.0,0.23,16,1,0.0,0.8660254037844386,1
0.0,207.0,0.23,13,-1,0.7444497035180326,0.6191302964899972,1
0.0,345.0,0.23,17,2,0.0,0.6191302964899972,1
0.0,253.0,0.23,11,-3,0.0,0.8068040741073459,1
0.0,184.0,0.23,16,0,0.0,0.7313525659965404,1
0.0,1150.0,0.23,14,0,0.0,0.8068040741073459,1
0.0,2001.0,0.23,15,1,0.38332232403179184,0.6946264128929972,1
1279.2,1327.5,0.22999999999999998,8,-22,0.0,0.4029556975100809,0
12176.98,9876.99,0.22999922999922998,16,-4,0.0,0.0,0
713.4,787.0,0.22999999999999998,40,26,0.0,0.16191742597393538,0
345.0,0.0,0.23,38,29,0.0,0.3014757552869787,0
1586.7,1635.0,0.22999999999999998,3,-11,0.0,0.4029556975100809,0
1992.6100000000001,2022.51,0.23001769366874372,6,-13,0.0,0.20173138816290126,0
110.70000000000002,62.400000000000006,0.22999999999999998,10,-4,0.0,0.0,0
1968.0,1554.0,0.23,15,-29,0.0,0.20173138816290126,0
1845.0,1500.0,0.23,999,999,0.0,0.0,0
861.0,907.0,0.23,30,14,0.0,0.3014757552869787,0
1353.0,1468.0,0.23,26,14,0.0,0.3833223240317919,0
980.0,750.0,0.23,999,999,0.0,0.0,0
1599.0,1254.0,0.23,1,-8,0.0,0.1716351693425925,0
10823.98,11099.98,0.23,2,-17,0.0,0.0,0
4551.0,4666.0,0.23,8,1,0.0,0.27627836855737803,0
1783.5,1231.5,0.23,51,41,0.0,0.3833223240317919,0
984.0100000000002,1214.0100000000002,0.23,9,-22,0.0,0.4029556975100809,0
1383.75,969.75,0.23,11,-3,0.0,0.4609113656610101,0
11069.98,8769.99,0.22999922999922998,45,25,0.0,0.0,0
2189.4,2240.0,0.23,9,2,0.0,0.0,0
615.0,684.0,0.23,43,28,0.0,0.33512281527251214,0
2359.99,2359.99,0.0,999,999,0.0,0.16191742597393538,0
984.0,800.0,0.23,999,999,0.0,0.0,0
405.90000000000003,281.7,0.23,12,0,0.0,0.23710497752882315,0
1845.0,1270.0,0.23,10,-4,0.0,0.23710497752882315,0
369.0,300.0,0.23,999,999,0.0,0.0,0
418.20000000000005,190.5,0.22999999999999998,18,3,0.0,0.0,0
11193.99,11399.99,0.22889143212702362,7,-21,0.0,0.0,0
369.0,530.0,0.23,0,-15,0.0,0.4029556975100809,0
123.0,100.0,0.23,999,999,0.0,0.0,0
1845.0100000000002,1914.0100000000002,0.23,12,-3,0.0,0.5604274199046416,0
338.25,52.75,0.23,18,3,0.0,0.4609113656610101,0
615.0,1535.0,0.23,39,24,0.0,0.36249806852230537,0
295.20000000000005,364.20000000000005,0.23,39,24,0.0,0.1716351693425925,0
1476.0,1131.0,0.23,14,-23,0.0,0.3351228152725121,0
2460.01,1310.0100000000002,0.23,12,-2,0.0,0.23710497752882315,0
9470.99,7630.99,0.23,16,1,0.0,0.0,0
627.3,855.0,0.22999999999999998,19,-34,0.0,0.4609113656610101,0
2312.4,2340.0,0.23,15,0,0.0,0.0,0
3936.0,4166.0,0.23,18,5,0.0,0.33220042812798894,0
615.0,431.0,0.23,999,999,0.0,0.0,0
1230.0,1690.0,0.23,5,-9,0.0,0.4609113656610101,0
1107.0,1302.5,0.23,4,-8,0.0,0.4609113656610101,0
3690.0,2655.0,0.23,10,-4,0.0,0.26347338300772083,0
2460.0,1885.0,0.23,19,-34,0.0,0.4029556975100809,0
2091.0,2160.0,0.23,10,999,0.0,0.0,0
738.0,1290.0,0.23,36,26,0.0,0.3833223240317919,0
1476.0,1545.0,0.23,23,999,0.0,0.0,0
3075.0,2040.0,0.23,11,-25,0.0,0.3833223240317919,0
492.0,377.0,0.23,0,-7,0.0,0.0,0
959.4,729.4,0.23,6,-3,0.0,0.1716351693425925,0
1845.0100000000002,1914.0100000000002,0.23,12,-3,0.0,0.5604274199046416,0
515.0,515.0,0.0,999,999,0.0,0.0,0
3542.4,2852.4,0.23,32,17,0.0,0.0,0
11562.0,11585.0,0.23,20,17,0.0,0.0,0
3813.0,2847.0,0.23,8,-7,0.0,0.4609113656610101,0
862.01,1068.01,0.22889143212702362,7,-21,0.0,0.3833223240317919,0
1476.0,1131.0,0.23,7,-22,0.0,0.40295569751008087,0
1475.9899999999998,785.9899999999998,0.23,14,-23,0.0,0.3351228152725121,0
3874.5,4070.0,0.23,22,-36,0.0,0.3624980685223053,0
2091.0,2160.0,0.23,28,13,0.0,0.0,0
2091.0,1125.0,0.23,11,-3,0.0,0.3014757552869787,0
8241.01,6240.01,0.23,10,-4,0.0,0.3624980685223053,0
1045.5,654.5,0.23,15,0,0.0,0.4029556975100809,0
4612.5,4693.0,0.23,3,-11,0.0,0.5037862957736364,0
1845.0,1385.0,0.23,11,-20,0.0,0.0,0
2152.5,2152.5,0.0,999,999,0.0,0.2131755509267588,0
848.7,917.7,0.23,38,23,0.38332232403179184,0.1716351693425925,0
861.0,1091.0,0.23,2,999,0.0,0.3833223240317919,0
2300.11,2330.01,0.23001769366874372,5,-2,0.0,0.0,0
4649.4,3706.4,0.23,11,-26,0.0,0.4609113656610101,0
676.5,895.0,0.23,13,-27,0.0,0.5542053610680866,0
615.0,40.0,0.23,13,-2,0.0,0.4029556975100809,0
1502.75,1175.0,0.23,999,999,0.0,0.0,0
2435.4,2486.0,0.23,11,-18,0.0,0.4609113656610101,0
2583.0,1893.0,0.23,13,4,0.0,0.3014757552869787,0
2952.0,2216.0,0.23,16,0,0.0,0.16191742597393538,0
11930.99,11999.99,0.23,17,2,0.0,0.6509328139962117,0
795.5,600.0,0.23,999,999,0.0,0.0,0
614.9799999999996,1685.0100000000002,0.22999922999922998,42,22,0.0,0.0,0
1968.0,1554.0,0.23,15,-29,0.0,0.20173138816290126,0
61.49000000000001,19.00999999999999,0.23,14,0,0.0,0.0,0
1230.02,885.02,0.23,8,-1,0.0,0.0,0
2287.8,1735.8,0.23,4,-10,0.0,0.13905941916132963,0
246.0,214.0,0.23,6,-3,0.0,0.3351228152725121,0
2952.0,2975.0,0.23,34,19,0.0,0.3014757552869787,0
4661.7,3741.7,0.23,44,30,0.0,0.20173138816290126,0
269.0,269.0,0.0,999,999,0.0,0.0,0
345.0,0.0,0.23,30,20,0.0,0.3624980685223053,0
2706.0,1740.0,0.23,16,2,0.0,0.0,0
245.99,130.99,0.23,48,36,0.0,0.0,0
